movieId,title,genres
20526,TRON: Legacy,Adventure|Action|Science Fiction
49013,Cars 2,Animation|Family|Adventure|Comedy
44912,Green Lantern,Adventure|Action|Thriller|Science Fiction
10193,Toy Story 3,Animation|Family|Comedy
534,Terminator Salvation,Action|Science Fiction|Thriller
168259,Furious 7,Action
72190,World War Z,Action|Drama|Horror|Science Fiction|Thriller
127585,X-Men: Days of Future Past,Action|Adventure|Fantasy|Science Fiction
54138,Star Trek Into Darkness,Action|Adventure|Science Fiction
81005,Jack the Giant Slayer,Action|Family|Fantasy
64682,The Great Gatsby,Drama|Romance
9543,Prince of Persia: The Sands of Time,Adventure|Fantasy|Action|Romance
68726,Pacific Rim,Action|Science Fiction|Adventure
38356,Transformers: Dark of the Moon,Action|Science Fiction|Adventure
217,Indiana Jones and the Kingdom of the Crystal Skull,Adventure|Action
105864,The Good Dinosaur,Adventure|Animation|Family
62177,Brave,Animation|Adventure|Comedy|Family|Action|Fantasy
188927,Star Trek Beyond,Action|Adventure|Science Fiction
10681,WALL·E,Animation|Family
5174,Rush Hour 3,Action|Comedy|Crime|Thriller
14161,2012,Action|Adventure|Science Fiction
17979,A Christmas Carol,Animation|Drama
76757,Jupiter Ascending,Science Fiction|Fantasy|Action|Adventure
258489,The Legend of Tarzan,Action|Adventure
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure|Family|Fantasy
246655,X-Men: Apocalypse,Science Fiction
155,The Dark Knight,Drama|Action|Crime|Thriller
14160,Up,Animation|Comedy|Family|Adventure
15512,Monsters vs Aliens,Animation|Family|Adventure|Science Fiction
1726,Iron Man,Action|Science Fiction|Adventure
44826,Hugo,Adventure|Drama|Family
8487,Wild Wild West,Action|Adventure|Comedy|Science Fiction|Western
1735,The Mummy: Tomb of the Dragon Emperor,Adventure|Action|Fantasy
297761,Suicide Squad,Action|Adventure|Crime|Fantasy|Science Fiction
2698,Evan Almighty,Fantasy|Comedy|Family
137113,Edge of Tomorrow,Action|Science Fiction
9804,Waterworld,Adventure|Action
14869,G.I. Joe: The Rise of Cobra,Adventure|Action|Thriller|Science Fiction
150540,Inside Out,Drama|Comedy|Animation|Family
278927,The Jungle Book,Family|Adventure|Drama|Fantasy
10138,Iron Man 2,Adventure|Action|Science Fiction
58595,Snow White and the Huntsman,Adventure|Fantasy|Drama
102651,Maleficent,Fantasy|Adventure|Action|Family|Romance
119450,Dawn of the Planet of the Apes,Science Fiction|Action|Drama|Thriller
79698,The Lovers,Action|Adventure|Science Fiction|Romance
64686,47 Ronin,Drama|Action|Adventure|Fantasy
100402,Captain America: The Winter Soldier,Action|Adventure|Science Fiction
10192,Shrek Forever After,Comedy|Adventure|Fantasy|Animation|Family
158852,Tomorrowland,Adventure|Family|Mystery|Science Fiction
177572,Big Hero 6,Adventure|Family|Animation|Action|Comedy
82690,Wreck-It Ralph,Family|Animation|Comedy|Adventure
5255,The Polar Express,Adventure|Animation|Family|Fantasy
47933,Independence Day: Resurgence,Action|Adventure|Science Fiction
10191,How to Train Your Dragon,Fantasy|Adventure|Animation|Family
296,Terminator 3: Rise of the Machines,Action|Thriller|Science Fiction
118340,Guardians of the Galaxy,Action|Science Fiction|Adventure
157336,Interstellar,Adventure|Drama|Science Fiction
27205,Inception,Action|Thriller|Science Fiction|Mystery|Adventure
315011,Shin Godzilla,Action|Adventure|Drama|Horror|Science Fiction
49051,The Hobbit: An Unexpected Journey,Adventure|Fantasy|Action
9799,The Fast and the Furious,Action|Crime|Thriller
4922,The Curious Case of Benjamin Button,Fantasy|Drama|Thriller|Mystery|Romance
49538,X-Men: First Class,Action|Science Fiction|Adventure
131634,The Hunger Games: Mockingjay - Part 2,Action|Adventure|Science Fiction
27022,The Sorcerer's Apprentice,Fantasy|Adventure|Action|Comedy|Drama
503,Poseidon,Adventure|Action|Drama|Thriller
241259,Alice Through the Looking Glass,Fantasy
810,Shrek the Third,Fantasy|Adventure|Animation|Comedy|Family
68735,Warcraft,Action|Adventure|Fantasy
87101,Terminator Genisys,Science Fiction|Action|Thriller|Adventure
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure|Family|Fantasy
676,Pearl Harbor,History|Romance|War
1858,Transformers,Adventure|Science Fiction|Action
1966,Alexander,War|History|Action|Adventure|Drama|Romance
675,Harry Potter and the Order of the Phoenix,Adventure|Fantasy|Family|Mystery
674,Harry Potter and the Goblet of Fire,Adventure|Fantasy|Family
8960,Hancock,Fantasy|Action
6479,I Am Legend,Drama|Horror|Action|Thriller|Science Fiction
118,Charlie and the Chocolate Factory,Adventure|Comedy|Family|Fantasy
2062,Ratatouille,Animation|Comedy|Family|Fantasy
272,Batman Begins,Action|Crime|Drama
10527,Madagascar: Escape 2 Africa,Family|Animation
18360,Night at the Museum: Battle of the Smithsonian,Adventure|Fantasy|Action|Comedy|Family
2080,X-Men Origins: Wolverine,Adventure|Action|Thriller|Science Fiction
605,The Matrix Revolutions,Adventure|Action|Thriller|Science Fiction
109445,Frozen,Animation|Adventure|Family
604,The Matrix Reloaded,Adventure|Action|Thriller|Science Fiction
76338,Thor: The Dark World,Action|Adventure|Fantasy
76341,Mad Max: Fury Road,Action|Adventure|Science Fiction|Thriller
13448,Angels & Demons,Thriller|Mystery
10195,Thor,Adventure|Fantasy|Action
13053,Bolt,Animation|Family|Adventure|Comedy
19585,G-Force,Fantasy|Action|Adventure|Family|Comedy
57165,Wrath of the Titans,Adventure
62213,Dark Shadows,Comedy|Fantasy
177677,Mission: Impossible - Rogue Nation,Action|Adventure|Thriller
7978,The Wolfman,Drama|Horror|Thriller
5559,Bee Movie,Family|Animation|Adventure|Comedy
49444,Kung Fu Panda 2,Animation|Family
10196,The Last Airbender,Action|Adventure|Family|Fantasy
956,Mission: Impossible III,Adventure|Action|Thriller
117251,White House Down,Action|Drama|Thriller
50321,Mars Needs Moms,Adventure|Animation|Family
11619,Flushed Away,Adventure|Animation|Comedy|Family
266647,Pan,Adventure|Family|Fantasy
82703,Mr. Peabody & Sherman,Animation|Adventure|Family
652,Troy,Adventure|Drama|War
80321,Madagascar 3: Europe's Most Wanted,Animation|Family
36669,Die Another Day,Adventure|Action|Thriller
43074,Ghostbusters,Action|Fantasy|Comedy
95,Armageddon,Action|Thriller|Science Fiction|Adventure
608,Men in Black II,Action|Adventure|Comedy|Science Fiction
2310,Beowulf,Adventure|Action|Animation
140300,Kung Fu Panda 3,Action|Adventure|Animation|Comedy|Family
56292,Mission: Impossible - Ghost Protocol,Action|Thriller|Adventure
81188,Rise of the Guardians,Fantasy|Animation|Family
7552,Fun with Dick and Jane,Comedy
616,The Last Samurai,Drama|Action|War|History
147441,Exodus: Gods and Kings,Adventure|Drama|Action
13475,Star Trek,Science Fiction|Action|Adventure
557,Spider-Man,Fantasy|Action
82702,How to Train Your Dragon 2,Fantasy|Action|Adventure|Animation|Comedy|Family
205584,Gods of Egypt,Fantasy
10048,Stealth,Action
13183,Watchmen,Action|Mystery|Science Fiction
944,Lethal Weapon 4,Action|Adventure|Comedy|Crime|Thriller
1927,Hulk,Drama|Action|Science Fiction
72559,G.I. Joe: Retaliation,Adventure|Action|Science Fiction|Thriller
7364,Sahara,Action|Adventure|Comedy|Drama|Mystery
2114,Final Fantasy: The Spirits Within,Adventure|Action|Animation|Fantasy|Science Fiction|Thriller
1771,Captain America: The First Avenger,Action|Adventure|Science Fiction
36643,The World Is Not Enough,Adventure|Action|Thriller
8619,Master and Commander: The Far Side of the World,Adventure
50620,The Twilight Saga: Breaking Dawn - Part 2,Adventure|Fantasy|Drama|Romance
65759,Happy Feet Two,Animation|Comedy|Family
1724,The Incredible Hulk,Science Fiction|Action|Adventure
267935,The BFG,Adventure|Family|Fantasy
281957,The Revenant,Western|Drama|Adventure|Thriller
77950,Turbo,Animation|Family
44896,Rango,Animation|Comedy|Family|Western|Adventure
270946,Penguins of Madagascar,Family|Animation|Adventure|Comedy
2503,The Bourne Ultimatum,Action|Drama|Mystery|Thriller
9502,Kung Fu Panda,Adventure|Animation|Family|Comedy
102899,Ant-Man,Science Fiction|Action|Adventure
101299,The Hunger Games: Catching Fire,Adventure|Action|Science Fiction
228161,Home,Fantasy|Comedy|Animation|Science Fiction|Family
74,War of the Worlds,Adventure|Thriller|Science Fiction
8961,Bad Boys II,Adventure|Action|Comedy|Thriller|Crime
417859,Puss in Boots,Action|Adventure|Animation|Family|Fantasy
27576,Salt,Action|Mystery|Thriller
86834,Noah,Drama|Adventure
17578,The Adventures of Tintin,Adventure|Animation|Mystery
673,Harry Potter and the Prisoner of Azkaban,Adventure|Fantasy|Family
6972,Australia,Drama
82700,After Earth,Science Fiction|Action|Adventure
10567,Dinosaur,Animation|Family
181533,Night at the Museum: Secret of the Tomb,Adventure|Comedy|Fantasy|Family
38055,Megamind,Animation|Action|Comedy|Family|Science Fiction
671,Harry Potter and the Philosopher's Stone,Adventure|Fantasy|Family
49524,R.I.P.D.,Fantasy|Action|Comedy|Crime
22,Pirates of the Caribbean: The Curse of the Black Pearl,Adventure|Fantasy|Action
131631,The Hunger Games: Mockingjay - Part 1,Science Fiction|Adventure|Thriller
591,The Da Vinci Code,Thriller|Mystery
172385,Rio 2,Animation|Adventure|Comedy|Family
36658,X2,Adventure|Action|Science Fiction|Thriller
51497,Fast Five,Action|Thriller|Crime
58574,Sherlock Holmes: A Game of Shadows,Adventure|Action|Crime|Mystery
18823,Clash of the Titans,Adventure|Fantasy|Action
861,Total Recall,Action|Adventure|Science Fiction
1911,The 13th Warrior,Adventure|Fantasy|Action
49040,The Bourne Legacy,Action|Thriller
415,Batman & Robin,Action|Crime|Fantasy
8871,How the Grinch Stole Christmas,Family|Comedy|Fantasy
435,The Day After Tomorrow,Action|Adventure|Science Fiction|Thriller
955,Mission: Impossible II,Adventure|Action|Thriller
2133,The Perfect Storm,Drama
1979,Fantastic 4: Rise of the Silver Surfer,Adventure|Fantasy|Action|Thriller
87827,Life of Pi,Adventure|Drama|Action
1250,Ghost Rider,Thriller|Action|Fantasy|Horror
324668,Jason Bourne,Action|Thriller
9471,Charlie's Angels: Full Throttle,Action|Adventure|Comedy
70981,Prometheus,Science Fiction|Adventure|Mystery
10996,Stuart Little 2,Family|Adventure|Animation|Comedy
68724,Elysium,Science Fiction|Action|Drama|Thriller
2789,The Chronicles of Riddick,Action|Science Fiction
97020,RoboCop,Action|Science Fiction
7459,Speed Racer,Action|Family|Science Fiction
42888,How Do You Know,Comedy|Drama|Romance
37834,Knight and Day,Action|Comedy
75612,Oblivion,Action|Science Fiction|Adventure|Mystery
1895,Star Wars: Episode III - Revenge of the Sith,Science Fiction|Adventure|Action
1894,Star Wars: Episode II - Attack of the Clones,Adventure|Action|Science Fiction
585,"Monsters, Inc.",Animation|Comedy|Family
76170,The Wolverine,Action|Science Fiction|Adventure|Fantasy
1893,Star Wars: Episode I - The Phantom Menace,Adventure|Action|Science Fiction
49519,The Croods,Adventure|Animation|Comedy|Family|Fantasy
2395,Asterix at the Olympic Games,Fantasy|Adventure|Comedy|Family
12100,Windtalkers,Drama|Action|History|War
290595,The Huntsman: Winter's War,Action|Adventure|Drama
98566,Teenage Mutant Ninja Turtles,Science Fiction|Action|Adventure|Fantasy|Comedy
49047,Gravity,Science Fiction|Thriller|Drama
9619,Dante's Peak,Action|Adventure|Thriller
308531,Teenage Mutant Ninja Turtles: Out of the Shadows,Fantasy|Action|Adventure|Comedy
166424,Fantastic Four,Action|Adventure|Science Fiction
1593,Night at the Museum,Action|Adventure|Comedy|Family|Fantasy
254128,San Andreas,Action|Drama|Thriller
714,Tomorrow Never Dies,Adventure|Action|Thriller
2024,The Patriot,Drama|History|War|Action
163,Ocean's Twelve,Thriller|Crime
787,Mr. & Mrs. Smith,Action|Comedy|Drama|Thriller
262500,Insurgent,Adventure|Science Fiction|Thriller
2567,The Aviator,Drama
38745,Gulliver's Travels,Comedy
40805,The Green Hornet,Action|Crime|Comedy
53182,300: Rise of an Empire,Action|War
41513,The Smurfs,Animation|Family|Adventure|Comedy|Fantasy
13700,Home on the Range,Animation|Family
262504,Allegiant,Adventure|Science Fiction
39254,Real Steel,Action|Science Fiction|Drama
77931,The Smurfs 2,Fantasy|Family|Comedy|Animation
1639,Speed 2: Cruise Control,Action|Adventure|Thriller
80274,Ender's Game,Science Fiction|Action|Adventure
1571,Live Free or Die Hard,Action|Thriller
120,The Lord of the Rings: The Fellowship of the Ring,Adventure|Fantasy|Action
10204,Around the World in 80 Days,Action|Adventure|Comedy
8489,Ali,Drama
10588,The Cat in the Hat,Comedy|Fantasy|Family
2048,"I, Robot",Action|Science Fiction
1495,Kingdom of Heaven,Drama|Action|Adventure|History|War
10137,Stuart Little,Animation|Fantasy|Family|Comedy
10198,The Princess and the Frog,Romance|Family|Animation|Music
286217,The Martian,Drama|Adventure|Science Fiction
1635,The Island,Action|Thriller|Science Fiction|Adventure
24113,Town & Country,Comedy|Romance
9679,Gone in Sixty Seconds,Action|Crime|Thriller
98,Gladiator,Action|Drama|Adventure
180,Minority Report,Action|Thriller|Science Fiction|Mystery
672,Harry Potter and the Chamber of Secrets,Adventure|Fantasy|Family
36557,Casino Royale,Adventure|Action|Thriller
869,Planet of the Apes,Thriller|Science Fiction|Action|Adventure
280,Terminator 2: Judgment Day,Action|Thriller|Science Fiction
11322,Public Enemies,History|Crime|Drama
4982,American Gangster,Drama|Crime
36955,True Lies,Action|Thriller
18487,The Taking of Pelham 1 2 3,Thriller|Drama|Crime
39451,Little Fockers,Comedy|Romance
27581,The Other Guys,Action|Comedy|Crime
9268,Eraser,Action|Drama|Mystery|Thriller
68718,Django Unchained,Drama|Western
10545,The Hunchback of Notre Dame,Drama|Animation|Family
11688,The Emperor's New Groove,Adventure|Animation|Comedy|Family|Fantasy
76163,The Expendables 2,Action|Adventure|Thriller
2059,National Treasure,Adventure|Action|Thriller|Mystery
2486,Eragon,Fantasy|Action|Adventure|Family
16523,Where the Wild Things Are,Family|Fantasy
116711,Epic,Animation|Adventure|Family|Fantasy
37710,The Tourist,Action|Thriller|Romance
9946,End of Days,Action|Fantasy|Horror|Mystery
1372,Blood Diamond,Drama|Thriller|Action
106646,The Wolf of Wall Street,Crime|Drama|Comedy
414,Batman Forever,Action|Crime|Fantasy
563,Starship Troopers,Adventure|Action|Thriller|Science Fiction
83542,Cloud Atlas,Drama|Science Fiction
41216,Legend of the Guardians: The Owls of Ga'Hoole,Animation|Adventure|Family|Fantasy
314,Catwoman,Action|Crime
184315,Hercules,Action|Adventure
9016,Treasure Planet,Adventure|Animation|Family|Fantasy|Science Fiction
18162,Land of the Lost,Adventure|Comedy|Science Fiction
138103,The Expendables 3,Action|Adventure|Thriller
257088,Point Break,Action|Crime|Thriller
10214,Son of the Mask,Fantasy|Comedy|Family|Adventure
205775,In the Heart of the Sea,Thriller|Drama|Adventure|Action|History
11692,The Adventures of Pluto Nash,Action|Comedy|Science Fiction
22972,Green Zone,War|Action|Adventure|Drama|Thriller
227973,The Peanuts Movie,Animation
29193,The Spanish Prisoner,Crime|Drama|Mystery|Thriller
1734,The Mummy Returns,Adventure|Action|Fantasy
3131,Gangs of New York,Drama|History|Crime
76758,The Flowers of War,Drama|History|War
9408,Surf's Up,Animation|Comedy|Family
9890,The Stepford Wives,Action|Comedy|Science Fiction
855,Black Hawk Down,Action|History|War
77953,The Campaign,Comedy
18,The Fifth Element,Adventure|Fantasy|Action|Thriller|Science Fiction
37786,Sex and the City 2,Comedy|Drama|Romance
10501,The Road to El Dorado,Adventure|Animation|Comedy|Family
57800,Ice Age: Continental Drift,Animation|Comedy|Adventure|Family
150689,Cinderella,Romance|Fantasy|Family|Drama
7980,The Lovely Bones,Fantasy|Drama
12,Finding Nemo,Animation|Family
122,The Lord of the Rings: The Return of the King,Adventure|Fantasy|Action
121,The Lord of the Rings: The Two Towers,Adventure|Fantasy|Action
68737,Seventh Son,Adventure|Fantasy
1995,Lara Croft: Tomb Raider,Adventure|Fantasy|Action|Thriller
157353,Transcendence,Thriller|Science Fiction|Drama|Mystery
331,Jurassic Park III,Adventure|Action|Thriller|Science Fiction
61791,Rise of the Planet of the Apes,Thriller|Action|Drama|Science Fiction
8204,The Spiderwick Chronicles,Adventure|Family|Fantasy
47964,A Good Day to Die Hard,Action|Thriller
10733,The Alamo,Western|History|War
9806,The Incredibles,Action|Adventure|Animation|Family
1408,Cutthroat Island,Action|Adventure
32657,Percy Jackson & the Olympians: The Lightning Thief,Adventure|Fantasy|Family
607,Men in Black,Action|Adventure|Comedy|Science Fiction
863,Toy Story 2,Animation|Comedy|Family
44048,Unstoppable,Action|Thriller
5175,Rush Hour 2,Action|Comedy|Crime|Thriller
2655,What Lies Beneath,Drama|Horror|Mystery|Thriller
22794,Cloudy with a Chance of Meatballs,Animation|Comedy|Family
8355,Ice Age: Dawn of the Dinosaurs,Animation|Comedy|Family|Adventure
116745,The Secret Life of Walter Mitty,Adventure|Comedy|Drama|Fantasy
4327,Charlie's Angels,Action|Adventure|Comedy|Crime|Thriller
1422,The Departed,Drama|Thriller|Crime
10674,Mulan,Animation|Family|Adventure
7446,Tropic Thunder,Action|Comedy
65754,The Girl with the Dragon Tattoo,Thriller|Crime|Mystery|Drama
1572,Die Hard: With a Vengeance,Action|Thriller
10528,Sherlock Holmes,Action|Adventure|Crime|Mystery
271969,Ben-Hur,Drama
10865,Atlantis: The Lost Empire,Animation|Family|Adventure|Science Fiction
258509,Alvin and the Chipmunks: The Road Chip,Adventure|Animation|Comedy|Family
2253,Valkyrie,Drama|Thriller|History|War
10661,You Don't Mess with the Zohan,Comedy|Action
257344,Pixels,Action|Comedy|Science Fiction
644,A.I. Artificial Intelligence,Drama|Science Fiction|Adventure
10756,The Haunted Mansion,Thriller|Fantasy|Comedy|Family|Mystery
686,Contact,Drama|Science Fiction|Mystery
9383,Hollow Man,Action|Science Fiction|Thriller
179,The Interpreter,Crime|Thriller
76285,Percy Jackson: Sea of Monsters,Adventure|Family|Fantasy
1996,Lara Croft Tomb Raider: The Cradle of Life,Action|Adventure|Fantasy|Thriller
291805,Now You See Me 2,Action|Adventure|Comedy|Crime|Mystery|Thriller
10003,The Saint,Thriller|Action|Romance|Science Fiction|Adventure
1535,Spy Game,Action|Crime|Thriller
2067,Mission to Mars,Science Fiction
46195,Rio,Animation|Adventure|Comedy|Family
2277,Bicentennial Man,Comedy|Science Fiction
10357,Volcano,Science Fiction|Action|Drama|Thriller
4477,The Devil's Own,Crime|Thriller|Drama
8665,K-19: The Widowmaker,Drama|History|Thriller
9387,Conan the Barbarian,Adventure|Fantasy|Action
921,Cinderella Man,Romance|Drama|History
49852,The Nutcracker: The Untold Story,Fantasy|Action|Family
4464,Seabiscuit,Drama|History
664,Twister,Action|Adventure|Drama
8358,Cast Away,Adventure|Drama
9836,Happy Feet,Animation|Comedy
2502,The Bourne Supremacy,Action|Drama|Thriller
9772,Air Force One,Action|Thriller
161,Ocean's Eleven,Thriller|Crime
52451,The Three Musketeers,Adventure|Action|Thriller
76492,Hotel Transylvania,Animation|Comedy|Family|Fantasy
4523,Enchanted,Comedy|Family|Fantasy|Romance
59961,Safe House,Action|Thriller
10481,102 Dalmatians,Comedy|Family
59108,Tower Heist,Action|Comedy
1581,The Holiday,Comedy|Romance
9798,Enemy of the State,Action|Drama|Thriller
22897,It's Complicated,Comedy|Romance
298,Ocean's Thirteen,Crime|Thriller
7484,Open Season,Adventure|Animation|Family
157350,Divergent,Adventure|Action|Science Fiction
853,Enemy at the Gates,War
10159,The Rundown,Adventure|Action|Comedy|Thriller
9593,Last Action Hero,Adventure|Fantasy|Action|Comedy|Family
1904,Memoirs of a Geisha,Drama|History|Romance
9615,The Fast and the Furious: Tokyo Drift,Action|Crime|Drama|Thriller
51052,Arthur Christmas,Drama|Animation|Family|Comedy
297,Meet Joe Black,Fantasy|Drama|Mystery
9884,Collateral Damage,Action|Thriller|Drama
16858,All That Jazz,Drama|Music
62764,Mirror Mirror,Adventure|Fantasy|Drama|Comedy|Science Fiction|Family
22538,Scott Pilgrim vs. the World,Action|Adventure|Comedy
9341,The Core,Action|Thriller|Adventure|Science Fiction
12107,Nutty Professor II: The Klumps,Fantasy|Comedy|Romance|Science Fiction
9637,Scooby-Doo,Mystery|Adventure|Comedy
49049,Dredd,Action|Science Fiction
9339,Click,Comedy|Drama|Fantasy|Romance
16281,Creepshow,Horror|Comedy|Fantasy
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,Comedy|Family
8247,Jumper,Adventure|Fantasy|Science Fiction
11253,Hellboy II: The Golden Army,Adventure|Fantasy|Science Fiction
1949,Zodiac,Crime|Drama|Mystery|Thriller
8452,The 6th Day,Science Fiction
310,Bruce Almighty,Fantasy|Comedy
27578,The Expendables,Thriller|Adventure|Action
954,Mission: Impossible,Adventure|Action|Thriller
70160,The Hunger Games,Science Fiction|Adventure|Fantasy
45243,The Hangover Part II,Comedy
364,Batman Returns,Action|Fantasy
7518,Over the Hedge,Comedy|Animation|Family
11544,Lilo & Stitch,Animation|Family
9986,Charlotte's Web,Comedy|Family|Fantasy
8656,Deep Impact,Action|Drama|Romance
146216,RED 2,Action|Comedy|Crime|Thriller
9291,The Longest Yard,Comedy|Drama
55301,Alvin and the Chipmunks: Chipwrecked,Comedy|Fantasy|Family|Music|Animation
109418,Grown Ups 2,Comedy
11665,Get Smart,Action|Comedy|Thriller
6964,Something's Gotta Give,Drama|Comedy|Romance
11324,Shutter Island,Drama|Thriller|Mystery
12193,Four Christmases,Comedy|Romance|Drama
9928,Robots,Animation|Comedy|Family|Science Fiction
754,Face/Off,Action|Crime|Science Fiction|Thriller
10202,Bedtime Stories,Fantasy|Comedy|Family|Romance
4147,Road to Perdition,Thriller|Crime|Drama
50546,Just Go with It,Romance|Comedy
1701,Con Air,Action|Thriller|Crime
13027,Eagle Eye,Mystery|Thriller|Action
2289,Cold Mountain,Drama
20504,The Book of Eli,Action|Thriller|Science Fiction
9574,Flubber,Comedy|Family|Science Fiction
11618,The Haunting,Horror|Thriller|Fantasy|Mystery
2300,Space Jam,Animation|Comedy|Drama|Family|Fantasy
12096,The Pink Panther,Action|Comedy|Crime|Mystery|Family
10200,The Day the Earth Stood Still,Drama|Science Fiction|Thriller
8834,Conspiracy Theory,Action|Drama|Mystery|Thriller
228150,Fury,War|Drama|Action
6068,Six Days Seven Nights,Action|Adventure|Comedy|Romance
41515,Yogi Bear,Comedy|Family|Animation|Adventure
9023,Spirit: Stallion of the Cimarron,Western|Animation|Adventure|Comedy|Family
38317,Zookeeper,Comedy|Romance|Family
2157,Lost in Space,Adventure|Family|Science Fiction
14462,The Manchurian Candidate,Drama|Thriller|Mystery
161795,Déjà Vu,Romance|Drama
159824,Hotel Transylvania 2,Animation|Comedy|Family
49948,Fantasia 2000,Animation|Family|Music
2135,The Time Machine,Science Fiction|Adventure|Action
9822,Mighty Joe Young,Action|Adventure|Family|Fantasy
9705,Swordfish,Action|Crime|Thriller
1656,The Legend of Zorro,Action|Adventure
12159,What Dreams May Come,Drama|Fantasy|Romance
9678,Little Nicky,Comedy|Fantasy|Romance
4442,The Brothers Grimm,Adventure|Fantasy|Action|Comedy|Thriller
75,Mars Attacks!,Comedy|Fantasy|Science Fiction
330770,Evolution,Mystery|Drama|Horror
9433,The Edge,Action|Adventure|Drama
19959,Surrogates,Action|Science Fiction|Thriller
11973,Thirteen Days,Drama|Thriller
11228,Daylight,Action|Adventure|Thriller
77951,Walking With Dinosaurs,Animation|Family|Adventure
5491,Battlefield Earth,Action|Science Fiction|War
10715,Looney Tunes: Back in Action,Animation|Comedy|Family
10197,Nine,Drama|Music|Romance
9562,Timeline,Action|Adventure|Science Fiction
9922,The Postman,Drama|Adventure
9447,Babe: Pig in the City,Adventure|Comedy|Drama|Family|Fantasy
274854,The Last Witch Hunter,Fantasy|Action|Adventure
8870,Red Planet,Thriller|Action|Science Fiction
9992,Arthur and the Invisibles,Adventure|Fantasy|Animation|Family
36970,Oceans,Documentary|Family
10077,A Sound of Thunder,Thriller|Science Fiction|Adventure|Action
76649,Pompeii,Action|Adventure|History|Romance|Drama
293644,Top Cat Begins,Comedy|Animation
453,A Beautiful Mind,Drama|Romance
8587,The Lion King,Family|Animation|Drama
72545,Journey 2: The Mysterious Island,Adventure|Action|Science Fiction
109451,Cloudy with a Chance of Meatballs 2,Animation|Family|Comedy
9533,Red Dragon,Crime|Thriller|Horror
2023,Hidalgo,Western|Adventure
71880,Jack and Jill,Comedy
584,2 Fast 2 Furious,Action|Crime|Thriller
309809,The Little Prince,Adventure|Animation|Fantasy
4858,The Invasion,Science Fiction|Thriller
17711,The Adventures of Rocky & Bullwinkle,Action|Adventure|Animation|Comedy|Family
328111,The Secret Life of Pets,Animation|Family
8698,The League of Extraordinary Gentlemen,Fantasy|Action|Thriller|Science Fiction
93456,Despicable Me 2,Animation|Comedy|Family
602,Independence Day,Action|Adventure|Science Fiction
330,The Lost World: Jurassic Park,Adventure|Action|Science Fiction
953,Madagascar,Family|Animation
9693,Children of Men,Drama|Action|Thriller|Science Fiction
36657,X-Men,Adventure|Action|Science Fiction
8909,Wanted,Action|Thriller|Crime
9802,The Rock,Action|Adventure|Thriller
950,Ice Age: The Meltdown,Animation|Family|Comedy|Adventure
1824,50 First Dates,Comedy|Romance
2976,Hairspray,Family|Comedy|Music|Romance
11026,Exorcist: The Beginning,Horror|Mystery|Thriller
332,Inspector Gadget,Action|Adventure|Comedy|Family
75656,Now You See Me,Thriller|Crime
38365,Grown Ups,Comedy
594,The Terminal,Comedy|Drama
15189,Hotel for Dogs,Comedy|Family
